endereço,bairros,área m²,quartos,garagem,tipo,aluguel,total,bairros_original,id_distrito
Rua do Símbolo,jardim ampliacao,80,2,2,Apartamento,9000,10210,Jardim Ampliacao,917
Alameda Ribeiro da Silva,campos eliseos,47,1,0,Apartamento,1300,1864,Campos Elíseos,1143
Rua Nelson Gama de Oliveira,vila andrade,75,2,1,Apartamento,3200,4013,Vila Andrade,917
Rua Treze de Maio,bela vista,55,1,0,Apartamento,2000,3161,Bela Vista,1410
Avenida Giovanni Gronchi,vila andrade,98,2,2,Apartamento,3000,4266,Vila Andrade,917
Rua Gomes de Carvalho,vila olimpia,76,3,1,Apartamento,6800,8455,Vila Olímpia,1256
Rua Pamplona,jardim paulista,57,1,1,Apartamento,2756,3672,Jardim Paulista,937
Avenida Jandira,indianopolis,212,3,2,Apartamento,15000,17250,Indianópolis,1255
Rua Dianópolis,parque da mooca,42,2,1,Apartamento,2200,2991,Parque da Mooca,987
Rua Ibaial,chacara do vovo,50,2,1,Apartamento,1250,1599,Chácara do Vovó,1268
Alameda Franca,jardim paulista,150,3,1,Apartamento,8000,11310,Jardim Paulista,937
Rua Harmonia,sumarezinho,160,3,3,Apartamento,12500,15270,Sumarezinho,1257
Rua Stela Marina,brooklin,25,1,0,Apartamento,3300,3884,Brooklin,1147
Rua Marcos Lopes,vila nova conceicao,100,1,2,Apartamento,15000,17530,Vila Nova Conceição,1256
Rua Ouro Branco,jardim paulista,35,1,1,Apartamento,4300,5668,Jardim Paulista,937
Rua Heitor Penteado,sumarezinho,47,2,1,Apartamento,2200,3070,Sumarezinho,1257
Rua Olímpia de Almeida Prado,barra funda,44,1,1,Apartamento,3300,4274,Barra Funda,1143
Rua Antônio Borba,vila madalena,93,3,2,Apartamento,2900,5579,Vila Madalena,1257
Alameda Ministro Rocha Azevedo,cerqueira cesar,41,1,1,Studio e kitnet,3230,5816,Cerqueira César,1067
Rua Francisco Artassio,jardim das laranjeiras,39,1,0,Casa,1100,1147,Jardim das Laranjeiras,957
Rua Leopoldo Couto de Magalhães Júnior,itaim bibi,47,1,1,Apartamento,6800,8479,Itaim Bibi,1256
Rua Bartolomeu Feio,vila cordeiro,95,3,1,Apartamento,3500,4835,Vila Cordeiro,1147
Rua Manuel Cherem,vila paulista,64,3,1,Apartamento,2500,3263,Vila Paulista,1073
Rua Flórida,cidade moncoes,39,1,1,Apartamento,3600,4344,Cidade Monções,1147
Alameda Jaú,jardim paulista,40,1,1,Studio e kitnet,3200,5327,Jardim Paulista,937
Rua Gravataí,consolacao,35,1,0,Studio e kitnet,1600,2033,Consolação,1067
Rua Calixto da Mota,vila mariana,44,1,1,Studio e kitnet,4200,5812,Vila Mariana,1072
Rua Eugène Carrière,butanta,67,3,1,Apartamento,2800,3596,Butantã,993
Rua Coriolano Durand,vila santa catarina,40,1,1,Apartamento,1791,1884,Vila Santa Catarina,1024
Rua Casa do Ator,vila olimpia,74,2,1,Apartamento,13500,15650,Vila Olímpia,1256
Rua Tamandaré,liberdade,50,1,0,Apartamento,1700,2321,Liberdade,1410
Rua Domingos Lopes da Silva,vila suzana,58,1,1,Apartamento,3400,4331,Vila Suzana,1074
Rua Quatá,vila olimpia,53,1,2,Studio e kitnet,4800,6101,Vila Olímpia,1256
Avenida Miguel Frias E Vasconcelos,jaguare,73,3,2,Apartamento,3300,4196,Jaguaré,907
Rua Giácomo Cozzarelli,vila santa teresa,49,2,1,Apartamento,1375,1738,Vila Santa Teresa,1254
Alameda Ribeiro da Silva,campos eliseos,43,1,0,Apartamento,1150,1670,Campos Elíseos,1143
Rua Calógero Calía,vila santo estefano,90,3,2,Apartamento,2500,3796,Vila Santo Estefano,1077
Rua Ministro Gastão Mesquita,perdizes,84,3,2,Apartamento,3509,5164,Perdizes,1151
Rua Anhanguera,vila curuca,100,2,2,Casa,2000,2127,Vila Curuçá,1152
Rua Vianópolis,vila maria alta,126,2,2,Casa,2100,2256,Vila Maria Alta,1252
Rua José Gonçalves Gomide,vila guilherme,50,1,0,Apartamento,600,803,Vila Guilherme,915
Rua Paolo Coviello,vila moinho velho,140,3,2,Casa,2800,3076,Vila Moinho Velho,1148
Rua Nossa Senhora dos Anjos,chacara mafalda,180,3,3,Casa,3200,3544,Chácara Mafalda,987
Rua Giuseppe Moscatti,jardim oriental,150,2,5,Casa,2300,2543,Jardim Oriental,1073
Rua Antônio Vivaldi,jardim guanca,50,1,0,Apartamento,1250,1341,Jardim Guanca,910
Avenida Duque de Caxias,santa efigenia,39,1,0,Studio e kitnet,1150,1558,Santa Efigênia,1143
Avenida Doutor José Higino,vila oratorio,170,2,2,Casa,2700,3080,Vila Oratorio,987
Rua Rego Freitas,socorro,45,1,0,Apartamento,2080,2550,Socorro,1268
Rua Orfanato,vila prudente,42,1,0,Apartamento,1350,1436,Vila Prudente,988
Rua Serra de Botucatu,vila gomes cardim,40,1,0,Apartamento,1500,1733,Vila Gomes Cardim,1078
Rua Conselheiro Furtado,liberdade,36,1,0,Studio e kitnet,1798,2261,Liberdade,1410
Avenida Piassanguaba,planalto paulista,70,1,1,Casa,2080,2353,Planalto Paulista,1255
Rua Viela,vila moreira,50,1,0,Casa,1200,1285,Vila Moreira,1078
Rua Joel Jorge de Melo,vila mariana,40,1,0,Casa,1980,2214,Vila Mariana,1072
Rua Salvador de Lima,tatuape,22,1,0,Studio e kitnet,1140,1454,Tatuapé,1078
Rua Cavour,vila prudente,31,1,0,Apartamento,1450,1661,Vila Prudente,988
Rua Coremu,vila esperanca,51,2,0,Apartamento,1300,1624,Vila Esperança,1275
Rua dos Estudantes,liberdade,22,1,0,Studio e kitnet,1500,1825,Liberdade,1410
Rua Artur Bernardes,vila invernada,120,2,2,Casa,2300,2578,Vila Invernada,987
Rua Henrique Sousa Queirós,penha de franca,100,2,2,Casa,2150,2241,Penha de França,1275
Rua Padre Benedito de Camargo,penha de franca,60,2,0,Casa,1480,1629,Penha de França,1275
Rua Benvinda Aparecida de Abreu Leme,santana,24,1,1,Studio e kitnet,2000,2307,Santana,915
Rua Otto de Alencar,liberdade,35,1,0,Apartamento,1475,1832,Liberdade,1410
Rua Piraçununga,vila bertioga,40,1,0,Studio e kitnet,1050,1096,Vila Bertioga ,987
Rua Baía Grande,vila alpina,40,1,0,Casa,1000,1067,Vila Alpina,988
Rua Toledo Barbosa,belenzinho,52,2,0,Apartamento,2100,2430,Belenzinho,925
Avenida Brigadeiro Luís Antônio,bela vista,81,3,0,Apartamento,2020,3007,Bela Vista,1410
Rua Padre Chico,santo amaro,150,3,2,Casa em condomínio,3500,3966,Santo Amaro,1265
Rua André Natale,jardim popular,80,2,1,Casa em condomínio,1900,2220,Jardim Popular,1153
Rua Cecília Davy,jardim cidade pirituba,130,2,2,Casa,3200,3360,Jardim Cidade Pirituba,1075
Rua James Stolz,vila ema,40,1,1,Apartamento,1200,1679,Vila Ema,1145
Rua Oscar Horta,mooca,110,2,1,Casa,2800,2847,Mooca,934
Rua Martino Pesenti,conjunto habitacional teotonio vilela,36,1,1,Casa,900,938,Conjunto Habitacional Teotonio Vilela,959
Largo do Arouche,republica,35,1,0,Studio e kitnet,1671,2086,República,1143
Rua Rosicler,vila nova pauliceia,80,2,1,Casa,1800,1935,Vila Nova Pauliceia,1027
Rua Alora,jardim arize,58,2,1,Apartamento,1230,1577,Jardim Arize,1025
Rua Brigadeiro Tobias,centro,60,1,0,Apartamento,2100,2531,Centro,1410
Rua Jorge Tibiriçá,vila mariana,196,3,2,Casa,4500,5275,Vila Mariana,1072
Rua Carvalho de Freitas,vila andrade,45,1,1,Apartamento,3519,4033,Vila Andrade,917
Travessa Maria Bela Rodrigues,vila brasilina,35,1,0,Casa em condomínio,1000,1098,Vila Brasilina,1148
Rua Clemente Pereira,ipiranga,54,2,0,Apartamento,1820,1923,Ipiranga,1254
Rua Lombroso,vila bela,50,2,2,Casa,2500,2842,Vila Bela,988
Rua Guararapes,brooklin paulista,107,2,1,Casa,3950,4263,Brooklin Paulista,1147
Rua Itaúna,vila maria,45,2,1,Apartamento,2700,3357,Vila Maria,1252
Rua dos Guaxins,planalto paulista,300,4,4,Casa,8000,8840,Planalto Paulista,1255
Rua Marambaia,casa verde,29,1,0,Studio e kitnet,1500,2048,Casa Verde,1259
Rua Luís do Paço,tatuape,42,1,0,Studio e kitnet,950,1578,Tatuapé,1078
Avenida Moaci,planalto paulista,60,2,0,Casa,2368,2747,Planalto Paulista,1255
Rua Patumi,vila beatriz,50,2,1,Casa em condomínio,1610,1709,Vila Beatriz,1257
Avenida do Estado,cambuci,35,1,0,Apartamento,1493,1870,Cambuci,983
Rua Luís do Paço,tatuape,32,1,0,Apartamento,850,1327,Tatuapé,1078
Avenida Engenheiro Thomaz Magalhães,sitio da figueira,63,2,1,Apartamento,2000,2540,Sítio da Figueira,988
Rua Marumbi,vila invernada,36,1,0,Apartamento,1120,1319,Vila Invernada,987
Avenida Major Roberto dos Santos,jardim brasil,85,1,0,Casa,1200,1342,Jardim Brasil (zona Norte),1069
Rua Doutor Joaquim D’aquino Fonseca,sitio do mandaqui,50,2,1,Casa,1460,1597,Sítio do Mandaqui,1154
Rua Doutor Nicolau Alberto Defina,jardim da saude,69,2,1,Apartamento,1881,2633,Jardim da Saúde,1072
Avenida Regente Feijó,vila regente feijo,55,1,2,Apartamento,4000,5170,Vila Regente Feijó,1077
Avenida Regente Feijó,vila regente feijo,55,1,2,Studio e kitnet,4300,5571,Vila Regente Feijó,1077
Rua Florinda Barbosa,vila germinal,62,2,1,Casa em condomínio,1693,1764,Vila Germinal,942
Rua Coronel Antônio de Sá Barreto,vila elze,80,2,1,Casa,1600,1723,Vila Elze,1022
Praça Barão de Itaqui,vila gomes cardim,42,1,1,Apartamento,2600,3455,Vila Gomes Cardim,1078
Rua Severino Soares,vila mazzei,45,1,0,Casa em condomínio,820,857,Vila Mazzei,1069
Rua Tabatinguera,se,23,1,1,Studio e kitnet,1790,2468,Sé,1410
Rua Joaquim Rodrigues Costa,vila maria alta,45,1,0,Apartamento,1120,1214,Vila Maria Alta,1252
Rua Almaden,vila andrade,58,2,2,Apartamento,2500,3657,Vila Andrade,917
Avenida Brumado de Minas,jardim independencia,60,3,0,Casa,1500,1563,Jardim Independência (são Paulo),988
Rua Glicério,liberdade,44,1,0,Apartamento,1100,1502,Liberdade,1410
Rua Léo de Morais,vila das merces,75,2,1,Apartamento,2250,2337,Vila das Mercês,1148
Rua Santa Carolina,vila sao pedro,48,2,1,Apartamento,1900,2144,Vila São Pedro,1148
Rua Simão de Toledo Piza,vila libanesa,65,2,1,Casa,1680,1844,Vila Libanesa,988
Rua Alambique,vila gustavo,100,2,1,Apartamento,1690,1795,Vila Gustavo,1069
Rua do Erário,vila bertioga,70,2,0,Casa,2065,2320,Vila Bertioga,987
Rua Bica de Pedra,vila anglo brasileira,110,2,2,Casa,3500,3651,Vila Anglo Brasileira,1151
Rua Garção Tinoco,santana,60,2,1,Casa,2300,2398,Santana,915
Rua Glicério,liberdade,22,1,0,Studio e kitnet,900,1000,Liberdade,1410
Rua Doutor Mário Vicente,vila dom pedro i,35,1,0,Casa,2000,2037,Vila Dom Pedro I,1254
Rua Pierre Martin,vila vermelha,42,1,0,Casa,1150,1199,Vila Vermelha,1148
Rua Domiciano Ribeiro,casa verde alta,50,1,0,Casa em condomínio,935,1121,Casa Verde Alta,1259
Rua Santa Madalena,liberdade,48,1,0,Apartamento,2420,2451,Liberdade,1410
Rua Adalgisa,vila nilo,65,2,0,Casa,1150,1199,Vila Nilo,942
Rua Caruso,vila alpina,200,3,5,Casa,5000,5492,Vila Alpina,988
Rua Chico Pontes,vila guilherme,40,1,0,Casa em condomínio,1350,1607,Vila Guilherme,915
Rua General Dias,penha de franca,50,2,0,Casa,1298,1403,Penha de França,1275
Rua Bom Jesus,vila regente feijo,50,2,1,Apartamento,2350,3112,Vila Regente Feijó,1077
Rua dos Jacintos,mirandopolis,41,1,0,Apartamento,2800,3514,Mirandópolis,1072
Rua Cônego Vicente Miguel Marino,barra funda,36,2,0,Apartamento,1980,2376,Barra Funda,1143
Rua Itamonte,vila medeiros,60,2,0,Casa,1150,1408,Vila Medeiros,1069
Rua Orfanato,vila prudente,40,1,0,Apartamento,1450,1540,Vila Prudente,988
Avenida Nove de Julho,bela vista,55,1,0,Apartamento,1450,2107,Bela Vista,1410
Rua Jaracatiá,jardim umarizal,54,2,1,Apartamento,1518,2077,Jardim Umarizal,1071
Rua Professor João Simões,vila santo estefano,50,1,0,Casa,1110,1232,Vila Santo Estéfano,1077
Rua Caracaxá,vila nivi,160,3,1,Casa,2600,2710,Vila Nivi,1069
Avenida Thomas Edison,barra funda,32,1,0,Apartamento,1800,2232,Barra Funda,1143
Rua Marilândia,vila primavera,55,2,0,Apartamento,1450,1556,Vila Primavera,1025
Avenida Itaberaba,nossa senhora do o,56,2,1,Apartamento,2300,2918,Nossa Senhora do Ó,1146
Rua Dragões da Independência,tucuruvi,45,2,1,Apartamento,1995,2298,Tucuruvi,1069
Avenida Jabaquara,mirandopolis,65,2,0,Apartamento,2000,2917,Mirandópolis,1072
Rua Francesco Granacci,parque sao luis,100,3,0,Casa,1850,1928,Parque São Luís,1020
Avenida São João,campos eliseos,40,1,0,Apartamento,1800,2113,Campos Elíseos,1143
Rua Coelho Barradas,parque da vila prudente,30,1,0,Apartamento,1985,2362,Parque da Vila Prudente,988
Rua Caminho do Engenho,ferreira,37,1,0,Apartamento,2000,2524,Ferreira,1074
Rua Asdrúbal do Nascimento,bela vista,29,1,0,Apartamento,2800,3313,Bela Vista,1410
Rua Soldado Paulo Emídio Pereira,jardim japao,35,1,0,Casa,760,809,Jardim Japao,910
Rua Paim,bela vista,34,1,1,Apartamento,3400,3881,Bela Vista,1410
Rua Luís Correia de Melo,vila cruzeiro,45,1,1,Apartamento,2780,3488,Vila Cruzeiro,1265
Avenida Vila Ema,vila ema,27,1,0,Apartamento,950,1327,Vila Ema,1145
Rua Doutor Ivo Define Frasca,vila olimpia,34,1,1,Studio e kitnet,3450,4083,Vila Olímpia,1256
Rua Heitor Penteado,sumarezinho,59,1,0,Apartamento,2900,3862,Sumarezinho,1257
Avenida Menotti Laudisio,jardim cidade pirituba,26,1,1,Studio e kitnet,1400,1734,Jardim Cidade Pirituba,1075
Praça Benedito Calixto,pinheiros,50,1,1,Apartamento,2415,3108,Pinheiros,1257
Rua Argonautas,vila formosa,70,2,0,Casa,1750,1824,Vila Formosa,986
Avenida Guarapiranga,parque alves de lima,48,2,1,Apartamento,1890,2509,Parque Alves de Lima,1020
Avenida Rubens Fraga de Toledo Arruda,engenheiro goulart,50,2,0,Casa,1300,1395,Engenheiro Goulart,1150
Rua Professor Francisco Accioly,vila antonieta,100,2,1,Casa,1800,2170,Vila Antonieta,962
Rua Bento Branco de Andrade Filho,jardim dom bosco,69,2,1,Apartamento,3100,4187,Jardim Dom Bosco,1265
Avenida do Guacá,lauzane paulista,56,2,1,Apartamento,1900,2741,Lauzane Paulista,1070
Rua Eduardo Ferreira Franca,cursino,48,2,0,Casa em condomínio,1445,1571,Cursino,1148
Alameda Barão de Limeira,campos eliseos,34,1,0,Studio e kitnet,730,1149,Campos Elíseos,1143
Rua Antônio D'agostinho,jardim dourado,18,1,0,Apartamento,567,722,Jardim Dourado,943
Rua Padre Isidoro,vila nova york,44,2,0,Apartamento,1600,1662,Vila Nova York,1026
Rua José Debieux,santana,90,2,1,Apartamento,2448,3506,Santana,915
Rua Maestro Cardim,liberdade,165,2,0,Casa,6000,6187,Liberdade,1410
Avenida Doutor Assis Ribeiro,cangaiba,52,2,1,Apartamento,1500,2008,Cangaíba,1275
Rua Francisco Fett,vila paulo silas,70,2,0,Casa,1500,1673,Vila Paulo Silas,1025
Avenida Vila Ema,vila ema,33,2,0,Apartamento,1500,1853,Vila Ema,1145
Praça Alberto Lion,cambuci,42,2,0,Apartamento,1460,1916,Cambuci,983
Avenida Carlos Liviero,sacoma,48,2,1,Apartamento,1600,2008,Sacoma,1148
Rua Antônio Artoni,vila vera,85,2,1,Casa,2000,2177,Vila Vera,1148
Rua Aimutong,tucuruvi,38,1,0,Casa em condomínio,953,1019,Tucuruvi,1069
Rua Marcos Grotti Vidal,cidade patriarca,50,2,0,Casa,1150,1199,Cidade Patriarca,1153
Rua Heitor Penteado,sumarezinho,45,1,0,Apartamento,2400,2953,Sumarezinho,1257
Rua Luís Carlos Paraná,jardim cidalia,170,3,2,Casa,3700,4082,Jardim Cidália,1024
Rua César Pena Ramos,vila santa maria,90,1,0,Casa,900,1397,Vila Santa Maria,1027
Rua Delegado Everton,bela vista,34,1,1,Apartamento,2150,2858,Bela Vista,1410
Rua Sousa Coutinho,sacoma,50,2,1,Apartamento,2350,2980,Sacomã,1148
Rua Ministro Barros Pimentel,parque maria luiza,110,3,2,Casa,3255,3528,Parque Maria Luiza,1018
Rua Padre Gualberto Lima,parque monteiro soares,50,2,1,Apartamento,1400,1978,Parque Monteiro Soares,1146
Rua Natal,vila bertioga,86,3,2,Apartamento,3366,4438,Vila Bertioga,987
Rua Carlos Bigatti,jardim castelo,48,2,1,Apartamento,1190,1636,Jardim Castelo,1024
Rua Doutor Almeida Lima,mooca,33,1,0,Apartamento,2500,2732,Mooca,934
Rua Ipiranga,jardim aeroporto,70,2,1,Apartamento,2500,3622,Jardim Aeroporto,1147
Avenida Leôncio de Magalhães,jardim sao paulo,50,2,1,Apartamento,3052,3819,Jardim São Paulo(zona Norte),1069
Rua Conselheiro Furtado,liberdade,39,1,0,Apartamento,1470,1942,Liberdade,1410
Rua Anjo Custódio,vila formosa,38,2,0,Casa,1600,1668,Vila Formosa,986
Rua Antônio Amaral,vila antonieta,40,2,0,Casa,900,965,Vila Antonieta,962
Rua Cantori,vila andrade,42,2,0,Apartamento,1800,2269,Vila Andrade,917
Praça Franklin Roosevelt,consolacao,42,1,0,Studio e kitnet,3300,3967,Consolação,1067
Avenida Cupecê,jardim prudencia,73,3,1,Apartamento,2200,3008,Jardim Prudência,901
Avenida Brigadeiro Luís Antônio,bela vista,34,1,0,Studio e kitnet,1105,1592,Bela Vista,1410
Rua Drava,vila moinho velho,40,1,0,Casa,970,1012,Vila Moinho Velho,1148
Avenida Guilherme Mankel,vila clarice,47,2,1,Apartamento,1500,1938,Vila Clarice,1075
Rua Joseph Nigri,perdizes,70,2,1,Apartamento,4496,5668,Perdizes,1151
Rua Gilka,vila moraes,80,2,1,Casa,1550,1616,Vila Moraes,1148
Rua Nossa Senhora da Saúde,jardim previdencia,49,2,0,Casa,1400,1510,Jardim Previdencia,1074
Rua Darwin,jardim santo amaro,80,2,2,Apartamento,3350,4513,Jardim Santo Amaro,1265
Rua Rubens Sverner,chacara santo antonio,38,1,0,Studio e kitnet,2350,2457,Chácara Santo Antônio (zona Sul),1265
Rua João Cordeiro,vila carrao,60,2,1,Casa,1650,1720,Vila Carrao,1077
Avenida João de Barros,socorro,50,2,1,Apartamento,2900,3562,Socorro,1268
Avenida Professora Virgília Rodrigues Alves de Carvalho Pinto,jardim leonor mendes de barros,47,2,1,Apartamento,2200,2884,Jardim Leonor Mendes de Barros,1154
Rua Major Quedinho,centro,48,1,0,Apartamento,4000,5019,Centro,1410
Rua Conselheiro Moreira de Barros,santana,40,1,0,Apartamento,2100,2271,Santana,915
Rua Celso Vieira,parque reboucas,30,1,0,Apartamento,685,1126,Parque Reboucas,1074
Rua Nossa Senhora das Mercês,vila das merces,73,3,2,Apartamento,3000,4035,Vila das Mercês,1148
Rua Guaranésia,vila maria,40,2,0,Apartamento,1350,1963,Vila Maria,1252
Rua Raimundo Mattiuzzo,vila araguaia,17,1,0,Casa,800,876,Vila Araguaia,1150
Rua Alves Guimarães,pinheiros,40,1,1,Apartamento,4200,4917,Pinheiros,1257
Rua Vieira de Morais,campo belo,111,3,1,Casa,4500,5016,Campo Belo,1147
Avenida Túlio Teodoro de Campos,vila paulista,34,1,1,Apartamento,2200,2774,Vila Paulista,1073
Avenida Doutor Guilherme Dumont Villares,jardim londrina,50,1,2,Apartamento,2000,2842,Jardim Londrina,1074
Rua Urbano da Silva,vila santa edwiges,200,3,4,Casa,3860,4090,Vila Santa Edwiges,1269
Rua do Bosque,barra funda,34,2,0,Apartamento,1800,2401,Barra Funda,1143
Alameda Barão de Limeira,campos eliseos,47,1,0,Studio e kitnet,1200,1650,Campos Elíseos,1143
Rua João Adolfo,centro,38,1,0,Studio e kitnet,1524,2158,Centro,1410
Avenida Thomas Edison,barra funda,27,1,0,Apartamento,1490,1877,Barra Funda,1143
Rua Alexandre Rapin,jardim celeste,52,2,1,Apartamento,1100,1642,Jardim Celeste,1074
Rua Sansão Alves dos Santos,cidade moncoes,47,1,1,Apartamento,4600,5841,Cidade Monções,1147
Rua Doutor Melo Alves,cerqueira cesar,82,2,0,Apartamento,4000,5228,Cerqueira César,1067
Rua Coronel Gustavo Santiago,vila zilda,29,1,0,Apartamento,2000,2277,Vila Zilda,1069
Rua João Simões de Souza,parque reboucas,47,2,1,Apartamento,3000,3516,Parque Reboucas,1074
Rua Caquito,vila sao geraldo,50,2,0,Casa,1360,1597,Vila Sao Geraldo,1275
Rua Conselheiro Ramalho,bela vista,30,1,0,Studio e kitnet,1328,1785,Bela Vista,1410
Rua Antônio Tavares,cambuci,57,1,0,Apartamento,1750,2405,Cambuci,983
Rua Pires da Mota,aclimacao,45,1,0,Apartamento,1600,2161,Aclimação,1015
Rua Manoel Dutra,bela vista,25,1,0,Studio e kitnet,1250,1513,Bela Vista,1410
Rua Antônio Tavares Velho,jardim raposo tavares,40,1,0,Studio e kitnet,900,935,Jardim Raposo Tavares,940
Rua Virgínia,vila carrao,37,2,0,Apartamento,1500,1808,Vila Carrao,1077
Rua Serra de Jairé,quarta parada,38,1,0,Apartamento,2290,2806,Quarta Parada,987
Rua Doutor Albuquerque Lins,santa cecilia,96,3,0,Apartamento,3999,4610,Santa Cecília,938
Rua Piatá,vila isolina mazzei,80,2,1,Casa,2100,2290,Vila Isolina Mazzei,1069
Rua Ascencional,jardim ampliacao,38,1,1,Apartamento,3000,3545,Jardim Ampliação,917
Avenida Mário Lopes Leão,santo amaro,33,2,0,Apartamento,2400,2920,Santo Amaro,1265
Rua Aroaba,vila leopoldina,40,1,0,Apartamento,1326,1427,Vila Leopoldina,909
Rua Silva Teles,pari,59,2,1,Apartamento,2700,3198,Pari,1262
Rua Dr. Fomm,belenzinho,44,2,0,Apartamento,2200,2478,Belenzinho,925
Rua Santo Amaro,bela vista,24,1,0,Studio e kitnet,1126,1370,Bela Vista,1410
Rua Nilo,aclimacao,74,2,2,Apartamento,6200,7757,Aclimação,1015
Rua Dona Antônia de Queirós,consolacao,37,1,1,Studio e kitnet,2900,3837,Consolação,1067
Avenida Guilhermina Vieira,vila miriam,85,2,2,Casa,1840,1938,Vila Miriam,943
Rua Nhamunda,vila dalila,28,1,0,Casa,1100,1206,Vila Dalila,1153
Avenida do Guacá,lauzane paulista,50,1,0,Apartamento,1400,1913,Lauzane Paulista,1070
Rua Hanna Abduch,vila palmeiras,45,1,1,Casa,1680,1795,Vila Palmeiras,1259
Rua Caçador de Esmeraldas,vila sao jose,40,1,0,Casa,1180,1350,Vila São José,1024
Rua Paulo Martinez,jardim seckler,52,1,0,Apartamento,1035,1093,Jardim Seckler,1025
Rua João Álvares Soares,campo belo,30,1,0,Casa,1150,1199,Campo Belo,1147
Rua Marrocos,jardim cotiana,100,3,2,Casa,2500,2686,Jardim Cotiana,1022
Avenida Alberto Augusto Alves,vila andrade,26,1,0,Studio e kitnet,2910,3322,Vila Andrade,917
Rua Doutor Sérgio Meira,barra funda,30,1,0,Apartamento,2551,3000,Barra Funda,1143
Rua Assungui,vila gumercindo,40,1,0,Apartamento,1200,1367,Vila Gumercindo,1072
Rua Ibitirama,vila prudente,27,1,1,Studio e kitnet,2100,2681,Vila Prudente,988
Rua Ambrizette,jardim fonte do morumbi,72,2,1,Apartamento,5000,6267,Jardim Fonte do Morumbi,917
Rua Santo Antônio,bela vista,45,2,0,Apartamento,2100,2676,Bela Vista,1410
Rua Marie Nader Calfat,jardim ampliacao,34,1,1,Studio e kitnet,1606,2409,Jardim Ampliação,917
Rua Arapá,vila santa catarina,38,1,1,Apartamento,1980,2739,Vila Santa Catarina,1024
Avenida Miruna,indianopolis,20,1,0,Apartamento,1493,1591,Indianópolis,1255
Rua Luís da Guerra,sapopemba,18,1,0,Studio e kitnet,1200,1306,Sapopemba,945
Avenida Santo Albano,vila vera,30,1,0,Casa,1062,1107,Vila Vera,1148
Rua Domingos Paiva,bras,58,2,1,Apartamento,3675,4767,Brás,934
Rua Primícias,chacara california,40,1,0,Apartamento,1500,1760,Chácara Califórnia,987
Rua Frei Inácio da Conceição,vila sao luis,15,1,0,Studio e kitnet,1010,1549,Vila São Luís(zona Oeste),1146
Rua Murutinga do Sul,chacara santo antonio,80,3,1,Apartamento,2500,3472,Chácara Santo Antônio (zona Leste),1265
